Neuron1,Neuron2,Type1,Type2,IndexSending,IndexReceiving
ASHR,ASGL,flp-21,npr-5,90,87
ASHR,ASGR,flp-21,npr-5,90,88
ASHL,ASIL,flp-21,npr-5,89,91
ASHL,ASIR,flp-21,npr-5,89,113
ASHR,ASIL,flp-21,npr-5,90,91
ASHR,ASIR,flp-21,npr-5,90,113
ASHL,ASJL,flp-21,npr-5,89,137
ASHL,ASJR,flp-21,npr-5,89,138
ASHR,ASJL,flp-21,npr-5,90,137
ASHR,ASJR,flp-21,npr-5,90,138
ASHL,ASKL,flp-21,npr-5,89,70
ASHL,ASKR,flp-21,npr-5,89,71
ASHR,ASKL,flp-21,npr-5,90,70
ASHR,ASKR,flp-21,npr-5,90,71
ASHL,AUAL,flp-21,npr-5,89,114
ASHL,AUAR,flp-21,npr-5,89,139
ASHR,AUAL,flp-21,npr-5,90,114
ASHR,AUAR,flp-21,npr-5,90,139
ASHL,AWAL,flp-21,npr-5,89,93
ASHL,AWAR,flp-21,npr-5,89,94
ASHR,AWAL,flp-21,npr-5,90,93
ASHR,AWAR,flp-21,npr-5,90,94
ASHL,AWBL,flp-21,npr-5,89,95
ASHL,AWBR,flp-21,npr-5,89,96
ASHR,AWBL,flp-21,npr-5,90,95
ASHR,AWBR,flp-21,npr-5,90,96
ASHL,IL2DL,flp-21,npr-5,89,21
ASHL,IL2DR,flp-21,npr-5,89,25
ASHL,IL2L,flp-21,npr-5,89,26
ASHL,IL2R,flp-21,npr-5,89,33
ASHL,IL2VL,flp-21,npr-5,89,27
ASHL,IL2VR,flp-21,npr-5,89,34
ASHR,IL2DL,flp-21,npr-5,90,21
ASHR,IL2DR,flp-21,npr-5,90,25
ASHR,IL2L,flp-21,npr-5,90,26
ASHR,IL2R,flp-21,npr-5,90,33
ASHR,IL2VL,flp-21,npr-5,90,27
ASHR,IL2VR,flp-21,npr-5,90,34
ASHL,PHAL,flp-21,npr-5,89,279
ASHL,PHAR,flp-21,npr-5,89,285
ASHR,PHAL,flp-21,npr-5,90,279
ASHR,PHAR,flp-21,npr-5,90,285
ASHL,PHBL,flp-21,npr-5,89,286
ASHL,PHBR,flp-21,npr-5,89,287
ASHR,PHBL,flp-21,npr-5,90,286
ASHR,PHBR,flp-21,npr-5,90,287
ASIL,AQR,flp-21,npr-1,91,172
ASIR,AQR,flp-21,npr-1,113,172
ASIL,ASEL,flp-21,npr-1,91,111
ASIL,ASER,flp-21,npr-1,91,112
ASIR,ASEL,flp-21,npr-1,113,111
ASIR,ASER,flp-21,npr-1,113,112
ASIL,ASGL,flp-21,npr-1,91,87
ASIL,ASGR,flp-21,npr-1,91,88
ASIR,ASGL,flp-21,npr-1,113,87
ASIR,ASGR,flp-21,npr-1,113,88
ASIL,ASHL,flp-21,npr-1,91,89
ASIL,ASHR,flp-21,npr-1,91,90
ASIR,ASHL,flp-21,npr-1,113,89
ASIR,ASHR,flp-21,npr-1,113,90
ASIL,AUAL,flp-21,npr-1,91,114
ASIL,AUAR,flp-21,npr-1,91,139
ASIR,AUAL,flp-21,npr-1,113,114
ASIR,AUAR,flp-21,npr-1,113,139
ASIL,DD01,flp-21,npr-1,91,185
ASIL,DD02,flp-21,npr-1,91,202
ASIL,DD03,flp-21,npr-1,91,215
ASIL,DD04,flp-21,npr-1,91,236
ASIL,DD05,flp-21,npr-1,91,255
ASIL,DD06,flp-21,npr-1,91,270
ASIR,DD01,flp-21,npr-1,113,185
ASIR,DD02,flp-21,npr-1,113,202
ASIR,DD03,flp-21,npr-1,113,215
ASIR,DD04,flp-21,npr-1,113,236
ASIR,DD05,flp-21,npr-1,113,255
ASIR,DD06,flp-21,npr-1,113,270
ASIL,IL2L,flp-21,npr-1,91,26
ASIR,IL2L,flp-21,npr-1,113,26
ASIL,IL2R,flp-21,npr-1,91,33
ASIR,IL2R,flp-21,npr-1,113,33
ASIL,M3L,flp-21,npr-1,91,6
ASIL,M3R,flp-21,npr-1,91,7
ASIR,M3L,flp-21,npr-1,113,6
ASIR,M3R,flp-21,npr-1,113,7
ASIL,OLQDL,flp-21,npr-1,91,36
ASIL,OLQDR,flp-21,npr-1,91,43
ASIL,OLQVL,flp-21,npr-1,91,44
ASIL,OLQVR,flp-21,npr-1,91,54
ASIR,OLQDL,flp-21,npr-1,113,36
ASIR,OLQDR,flp-21,npr-1,113,43
ASIR,OLQVL,flp-21,npr-1,113,44
ASIR,OLQVR,flp-21,npr-1,113,54
ASIL,PHAL,flp-21,npr-1,91,279
ASIL,PHAR,flp-21,npr-1,91,285
ASIR,PHAL,flp-21,npr-1,113,279
ASIR,PHAR,flp-21,npr-1,113,285
ASIL,PHBL,flp-21,npr-1,91,286
ASIL,PHBR,flp-21,npr-1,91,287
ASIR,PHBL,flp-21,npr-1,113,286
ASIR,PHBR,flp-21,npr-1,113,287
ASIL,PQR,flp-21,npr-1,91,289
ASIR,PQR,flp-21,npr-1,113,289
ASIL,RIGL,flp-21,npr-1,91,181
ASIL,RIGR,flp-21,npr-1,91,178
ASIR,RIGL,flp-21,npr-1,113,181
ASIR,RIGR,flp-21,npr-1,113,178
ASIL,RIVL,flp-21,npr-1,91,100
ASIL,RIVR,flp-21,npr-1,91,125
ASIR,RIVL,flp-21,npr-1,113,100
ASIR,RIVR,flp-21,npr-1,113,125
ASIL,RMGL,flp-21,npr-1,91,179
ASIL,RMGR,flp-21,npr-1,91,180
ASIR,RMGL,flp-21,npr-1,113,179
ASIR,RMGR,flp-21,npr-1,113,180
ASIL,SAADL,flp-21,npr-1,91,103
ASIR,SAADL,flp-21,npr-1,113,103
ASIL,SAADR,flp-21,npr-1,91,104
ASIR,SAADR,flp-21,npr-1,113,104
ASIL,SDQL,flp-21,npr-1,91,246
ASIL,SDQR,flp-21,npr-1,91,199
ASIR,SDQL,flp-21,npr-1,113,246
ASIR,SDQR,flp-21,npr-1,113,199
ASIL,SMBDL,flp-21,npr-1,91,132
ASIR,SMBDL,flp-21,npr-1,113,132
ASIL,SMBDR,flp-21,npr-1,91,153
ASIR,SMBDR,flp-21,npr-1,113,153
ASIL,URXL,flp-21,npr-1,91,66
ASIL,URXR,flp-21,npr-1,91,82
ASIR,URXL,flp-21,npr-1,113,66
ASIR,URXR,flp-21,npr-1,113,82
ASIL,VD01,flp-21,npr-1,91,188
ASIL,VD10,flp-21,npr-1,91,256
ASIL,VD11,flp-21,npr-1,91,262
ASIL,VD12,flp-21,npr-1,91,267
ASIL,VD13,flp-21,npr-1,91,274
ASIL,VD02,flp-21,npr-1,91,189
ASIL,VD03,flp-21,npr-1,91,198
ASIL,VD04,flp-21,npr-1,91,204
ASIL,VD05,flp-21,npr-1,91,211
ASIL,VD06,flp-21,npr-1,91,221
ASIL,VD07,flp-21,npr-1,91,226
ASIL,VD08,flp-21,npr-1,91,237
ASIL,VD09,flp-21,npr-1,91,247
ASIR,VD01,flp-21,npr-1,113,188
ASIR,VD10,flp-21,npr-1,113,256
ASIR,VD11,flp-21,npr-1,113,262
ASIR,VD12,flp-21,npr-1,113,267
ASIR,VD13,flp-21,npr-1,113,274
ASIR,VD02,flp-21,npr-1,113,189
ASIR,VD03,flp-21,npr-1,113,198
ASIR,VD04,flp-21,npr-1,113,204
ASIR,VD05,flp-21,npr-1,113,211
ASIR,VD06,flp-21,npr-1,113,221
ASIR,VD07,flp-21,npr-1,113,226
ASIR,VD08,flp-21,npr-1,113,237
ASIR,VD09,flp-21,npr-1,113,247
ASIL,AIAL,flp-21,npr-11,91,109
ASIL,AIAR,flp-21,npr-11,91,134
ASIR,AIAL,flp-21,npr-11,113,109
ASIR,AIAR,flp-21,npr-11,113,134
ASIL,AIYL,flp-21,npr-11,91,157
ASIL,AIYR,flp-21,npr-11,91,154
ASIR,AIYL,flp-21,npr-11,113,157
ASIR,AIYR,flp-21,npr-11,113,154
ASIL,ADFL,flp-21,npr-2,91,67
ASIL,ADFR,flp-21,npr-2,91,83
ASIR,ADFL,flp-21,npr-2,113,67
ASIR,ADFR,flp-21,npr-2,113,83
ASIL,AIZL,flp-21,npr-2,91,148
ASIL,AIZR,flp-21,npr-2,91,149
ASIR,AIZL,flp-21,npr-2,113,148
ASIR,AIZR,flp-21,npr-2,113,149
ASIL,ASHL,flp-21,npr-2,91,89
ASIL,ASHR,flp-21,npr-2,91,90
ASIR,ASHL,flp-21,npr-2,113,89
ASIR,ASHR,flp-21,npr-2,113,90
ASIL,FLPL,flp-21,npr-2,91,164
ASIL,FLPR,flp-21,npr-2,91,165
ASIR,FLPL,flp-21,npr-2,113,164
ASIR,FLPR,flp-21,npr-2,113,165
ASIL,OLQDL,flp-21,npr-2,91,36
ASIL,OLQDR,flp-21,npr-2,91,43
ASIL,OLQVL,flp-21,npr-2,91,44
ASIL,OLQVR,flp-21,npr-2,91,54
ASIR,OLQDL,flp-21,npr-2,113,36
ASIR,OLQDR,flp-21,npr-2,113,43
ASIR,OLQVL,flp-21,npr-2,113,44
ASIR,OLQVR,flp-21,npr-2,113,54
ASIL,PVDL,flp-21,npr-2,91,249
ASIL,PVDR,flp-21,npr-2,91,250
ASIR,PVDL,flp-21,npr-2,113,249
ASIR,PVDR,flp-21,npr-2,113,250
ASIL,PVQL,flp-21,npr-2,91,292
ASIL,PVQR,flp-21,npr-2,91,280
ASIR,PVQL,flp-21,npr-2,113,292
ASIR,PVQR,flp-21,npr-2,113,280
ASIL,SABD,flp-21,npr-2,91,182
ASIL,SABVL,flp-21,npr-2,91,166
ASIL,SABVR,flp-21,npr-2,91,167
ASIR,SABD,flp-21,npr-2,113,182
ASIR,SABVL,flp-21,npr-2,113,166
ASIR,SABVR,flp-21,npr-2,113,167
ASIL,ADFL,flp-21,npr-5,91,67
ASIL,ADFR,flp-21,npr-5,91,83
ASIR,ADFL,flp-21,npr-5,113,67
ASIR,ADFR,flp-21,npr-5,113,83
ASIL,AIAL,flp-21,npr-5,91,109
ASIL,AIAR,flp-21,npr-5,91,134
ASIR,AIAL,flp-21,npr-5,113,109
ASIR,AIAR,flp-21,npr-5,113,134
ASIL,ASEL,flp-21,npr-5,91,111
ASIL,ASER,flp-21,npr-5,91,112
ASIR,ASEL,flp-21,npr-5,113,111
ASIR,ASER,flp-21,npr-5,113,112
ASIL,ASGL,flp-21,npr-5,91,87
ASIL,ASGR,flp-21,npr-5,91,88
ASIR,ASGL,flp-21,npr-5,113,87
ASIR,ASGR,flp-21,npr-5,113,88
ASIL,ASIL,flp-21,npr-5,91,91
ASIL,ASIR,flp-21,npr-5,91,113
ASIR,ASIL,flp-21,npr-5,113,91
ASIR,ASIR,flp-21,npr-5,113,113
ASIL,ASJL,flp-21,npr-5,91,137
ASIL,ASJR,flp-21,npr-5,91,138
ASIR,ASJL,flp-21,npr-5,113,137
ASIR,ASJR,flp-21,npr-5,113,138
ASIL,ASKL,flp-21,npr-5,91,70
ASIL,ASKR,flp-21,npr-5,91,71
ASIR,ASKL,flp-21,npr-5,113,70
ASIR,ASKR,flp-21,npr-5,113,71
ASIL,AUAL,flp-21,npr-5,91,114
ASIL,AUAR,flp-21,npr-5,91,139
ASIR,AUAL,flp-21,npr-5,113,114
ASIR,AUAR,flp-21,npr-5,113,139
ASIL,AWAL,flp-21,npr-5,91,93
ASIL,AWAR,flp-21,npr-5,91,94
ASIR,AWAL,flp-21,npr-5,113,93
ASIR,AWAR,flp-21,npr-5,113,94
ASIL,AWBL,flp-21,npr-5,91,95
ASIL,AWBR,flp-21,npr-5,91,96
ASIR,AWBL,flp-21,npr-5,113,95
ASIR,AWBR,flp-21,npr-5,113,96
ASIL,IL2DL,flp-21,npr-5,91,21
ASIL,IL2DR,flp-21,npr-5,91,25
ASIL,IL2L,flp-21,npr-5,91,26
ASIL,IL2R,flp-21,npr-5,91,33
ASIL,IL2VL,flp-21,npr-5,91,27
ASIL,IL2VR,flp-21,npr-5,91,34
ASIR,IL2DL,flp-21,npr-5,113,21
ASIR,IL2DR,flp-21,npr-5,113,25
ASIR,IL2L,flp-21,npr-5,113,26
ASIR,IL2R,flp-21,npr-5,113,33
ASIR,IL2VL,flp-21,npr-5,113,27
ASIR,IL2VR,flp-21,npr-5,113,34
ASIL,PHAL,flp-21,npr-5,91,279
ASIL,PHAR,flp-21,npr-5,91,285
ASIR,PHAL,flp-21,npr-5,113,279
ASIR,PHAR,flp-21,npr-5,113,285
ASIL,PHBL,flp-21,npr-5,91,286
ASIL,PHBR,flp-21,npr-5,91,287
ASIR,PHBL,flp-21,npr-5,113,286
ASIR,PHBR,flp-21,npr-5,113,287
ASJL,AQR,flp-21,npr-1,137,172
ASJR,AQR,flp-21,npr-1,138,172
ASJL,ASEL,flp-21,npr-1,137,111
ASJL,ASER,flp-21,npr-1,137,112
ASJR,ASEL,flp-21,npr-1,138,111
ASJR,ASER,flp-21,npr-1,138,112
ASJL,ASGL,flp-21,npr-1,137,87
ASJL,ASGR,flp-21,npr-1,137,88
ASJR,ASGL,flp-21,npr-1,138,87
ASJR,ASGR,flp-21,npr-1,138,88
ASJL,ASHL,flp-21,npr-1,137,89
ASJL,ASHR,flp-21,npr-1,137,90
ASJR,ASHL,flp-21,npr-1,138,89
ASJR,ASHR,flp-21,npr-1,138,90
ASJL,AUAL,flp-21,npr-1,137,114
ASJL,AUAR,flp-21,npr-1,137,139
ASJR,AUAL,flp-21,npr-1,138,114
ASJR,AUAR,flp-21,npr-1,138,139
ASJL,DD01,flp-21,npr-1,137,185
ASJL,DD02,flp-21,npr-1,137,202
ASJL,DD03,flp-21,npr-1,137,215
ASJL,DD04,flp-21,npr-1,137,236
ASJL,DD05,flp-21,npr-1,137,255
ASJL,DD06,flp-21,npr-1,137,270
ASJR,DD01,flp-21,npr-1,138,185
ASJR,DD02,flp-21,npr-1,138,202
ASJR,DD03,flp-21,npr-1,138,215
ASJR,DD04,flp-21,npr-1,138,236
ASJR,DD05,flp-21,npr-1,138,255
ASJR,DD06,flp-21,npr-1,138,270
ASJL,IL2L,flp-21,npr-1,137,26
ASJR,IL2L,flp-21,npr-1,138,26
ASJL,IL2R,flp-21,npr-1,137,33
ASJR,IL2R,flp-21,npr-1,138,33
ASJL,M3L,flp-21,npr-1,137,6
ASJL,M3R,flp-21,npr-1,137,7
ASJR,M3L,flp-21,npr-1,138,6
ASJR,M3R,flp-21,npr-1,138,7
ASJL,OLQDL,flp-21,npr-1,137,36
ASJL,OLQDR,flp-21,npr-1,137,43
ASJL,OLQVL,flp-21,npr-1,137,44
ASJL,OLQVR,flp-21,npr-1,137,54
ASJR,OLQDL,flp-21,npr-1,138,36
ASJR,OLQDR,flp-21,npr-1,138,43
ASJR,OLQVL,flp-21,npr-1,138,44
ASJR,OLQVR,flp-21,npr-1,138,54
ASJL,PHAL,flp-21,npr-1,137,279
ASJL,PHAR,flp-21,npr-1,137,285
ASJR,PHAL,flp-21,npr-1,138,279
ASJR,PHAR,flp-21,npr-1,138,285
ASJL,PHBL,flp-21,npr-1,137,286
ASJL,PHBR,flp-21,npr-1,137,287
ASJR,PHBL,flp-21,npr-1,138,286
ASJR,PHBR,flp-21,npr-1,138,287
ASJL,PQR,flp-21,npr-1,137,289
ASJR,PQR,flp-21,npr-1,138,289
ASJL,RIGL,flp-21,npr-1,137,181
ASJL,RIGR,flp-21,npr-1,137,178
ASJR,RIGL,flp-21,npr-1,138,181
ASJR,RIGR,flp-21,npr-1,138,178
ASJL,RIVL,flp-21,npr-1,137,100
ASJL,RIVR,flp-21,npr-1,137,125
ASJR,RIVL,flp-21,npr-1,138,100
ASJR,RIVR,flp-21,npr-1,138,125
ASJL,RMGL,flp-21,npr-1,137,179
ASJL,RMGR,flp-21,npr-1,137,180
ASJR,RMGL,flp-21,npr-1,138,179
ASJR,RMGR,flp-21,npr-1,138,180
ASJL,SAADL,flp-21,npr-1,137,103
ASJR,SAADL,flp-21,npr-1,138,103
ASJL,SAADR,flp-21,npr-1,137,104
ASJR,SAADR,flp-21,npr-1,138,104
ASJL,SDQL,flp-21,npr-1,137,246
ASJL,SDQR,flp-21,npr-1,137,199
ASJR,SDQL,flp-21,npr-1,138,246
ASJR,SDQR,flp-21,npr-1,138,199
ASJL,SMBDL,flp-21,npr-1,137,132
ASJR,SMBDL,flp-21,npr-1,138,132
ASJL,SMBDR,flp-21,npr-1,137,153
ASJR,SMBDR,flp-21,npr-1,138,153
ASJL,URXL,flp-21,npr-1,137,66
ASJL,URXR,flp-21,npr-1,137,82
ASJR,URXL,flp-21,npr-1,138,66
ASJR,URXR,flp-21,npr-1,138,82
ASJL,VD01,flp-21,npr-1,137,188
ASJL,VD10,flp-21,npr-1,137,256
ASJL,VD11,flp-21,npr-1,137,262
ASJL,VD12,flp-21,npr-1,137,267
ASJL,VD13,flp-21,npr-1,137,274
ASJL,VD02,flp-21,npr-1,137,189
ASJL,VD03,flp-21,npr-1,137,198
ASJL,VD04,flp-21,npr-1,137,204
ASJL,VD05,flp-21,npr-1,137,211
ASJL,VD06,flp-21,npr-1,137,221
ASJL,VD07,flp-21,npr-1,137,226
ASJL,VD08,flp-21,npr-1,137,237
ASJL,VD09,flp-21,npr-1,137,247
ASJR,VD01,flp-21,npr-1,138,188
ASJR,VD10,flp-21,npr-1,138,256
ASJR,VD11,flp-21,npr-1,138,262
ASJR,VD12,flp-21,npr-1,138,267
ASJR,VD13,flp-21,npr-1,138,274
ASJR,VD02,flp-21,npr-1,138,189
ASJR,VD03,flp-21,npr-1,138,198
ASJR,VD04,flp-21,npr-1,138,204
ASJR,VD05,flp-21,npr-1,138,211
ASJR,VD06,flp-21,npr-1,138,221
ASJR,VD07,flp-21,npr-1,138,226
ASJR,VD08,flp-21,npr-1,138,237
ASJR,VD09,flp-21,npr-1,138,247
ASJL,AIAL,flp-21,npr-11,137,109
ASJL,AIAR,flp-21,npr-11,137,134
ASJR,AIAL,flp-21,npr-11,138,109
ASJR,AIAR,flp-21,npr-11,138,134
ASJL,AIYL,flp-21,npr-11,137,157
ASJL,AIYR,flp-21,npr-11,137,154
ASJR,AIYL,flp-21,npr-11,138,157
ASJR,AIYR,flp-21,npr-11,138,154
ASJL,ADFL,flp-21,npr-2,137,67
ASJL,ADFR,flp-21,npr-2,137,83
ASJR,ADFL,flp-21,npr-2,138,67
ASJR,ADFR,flp-21,npr-2,138,83
ASJL,AIZL,flp-21,npr-2,137,148
ASJL,AIZR,flp-21,npr-2,137,149
ASJR,AIZL,flp-21,npr-2,138,148
ASJR,AIZR,flp-21,npr-2,138,149
ASJL,ASHL,flp-21,npr-2,137,89
ASJL,ASHR,flp-21,npr-2,137,90
ASJR,ASHL,flp-21,npr-2,138,89
ASJR,ASHR,flp-21,npr-2,138,90
ASJL,FLPL,flp-21,npr-2,137,164
ASJL,FLPR,flp-21,npr-2,137,165
ASJR,FLPL,flp-21,npr-2,138,164
ASJR,FLPR,flp-21,npr-2,138,165
ASJL,OLQDL,flp-21,npr-2,137,36
ASJL,OLQDR,flp-21,npr-2,137,43
ASJL,OLQVL,flp-21,npr-2,137,44
ASJL,OLQVR,flp-21,npr-2,137,54
ASJR,OLQDL,flp-21,npr-2,138,36
ASJR,OLQDR,flp-21,npr-2,138,43
ASJR,OLQVL,flp-21,npr-2,138,44
ASJR,OLQVR,flp-21,npr-2,138,54
ASJL,PVDL,flp-21,npr-2,137,249
ASJL,PVDR,flp-21,npr-2,137,250
ASJR,PVDL,flp-21,npr-2,138,249
ASJR,PVDR,flp-21,npr-2,138,250
ASJL,PVQL,flp-21,npr-2,137,292
ASJL,PVQR,flp-21,npr-2,137,280
ASJR,PVQL,flp-21,npr-2,138,292
ASJR,PVQR,flp-21,npr-2,138,280
ASJL,SABD,flp-21,npr-2,137,182
ASJL,SABVL,flp-21,npr-2,137,166
ASJL,SABVR,flp-21,npr-2,137,167
ASJR,SABD,flp-21,npr-2,138,182
ASJR,SABVL,flp-21,npr-2,138,166
ASJR,SABVR,flp-21,npr-2,138,167
ASJL,ADFL,flp-21,npr-5,137,67
ASJL,ADFR,flp-21,npr-5,137,83
ASJR,ADFL,flp-21,npr-5,138,67
ASJR,ADFR,flp-21,npr-5,138,83
ASJL,AIAL,flp-21,npr-5,137,109
ASJL,AIAR,flp-21,npr-5,137,134
ASJR,AIAL,flp-21,npr-5,138,109
ASJR,AIAR,flp-21,npr-5,138,134
ASJL,ASEL,flp-21,npr-5,137,111
ASJL,ASER,flp-21,npr-5,137,112
ASJR,ASEL,flp-21,npr-5,138,111
ASJR,ASER,flp-21,npr-5,138,112
ASJL,ASGL,flp-21,npr-5,137,87
ASJL,ASGR,flp-21,npr-5,137,88
ASJR,ASGL,flp-21,npr-5,138,87
ASJR,ASGR,flp-21,npr-5,138,88
ASJL,ASIL,flp-21,npr-5,137,91
ASJL,ASIR,flp-21,npr-5,137,113
ASJR,ASIL,flp-21,npr-5,138,91
ASJR,ASIR,flp-21,npr-5,138,113
ASJL,ASJL,flp-21,npr-5,137,137
ASJL,ASJR,flp-21,npr-5,137,138
ASJR,ASJL,flp-21,npr-5,138,137
ASJR,ASJR,flp-21,npr-5,138,138
ASJL,ASKL,flp-21,npr-5,137,70
ASJL,ASKR,flp-21,npr-5,137,71
ASJR,ASKL,flp-21,npr-5,138,70
ASJR,ASKR,flp-21,npr-5,138,71
ASJL,AUAL,flp-21,npr-5,137,114
ASJL,AUAR,flp-21,npr-5,137,139
ASJR,AUAL,flp-21,npr-5,138,114
ASJR,AUAR,flp-21,npr-5,138,139
ASJL,AWAL,flp-21,npr-5,137,93
ASJL,AWAR,flp-21,npr-5,137,94
ASJR,AWAL,flp-21,npr-5,138,93
ASJR,AWAR,flp-21,npr-5,138,94
ASJL,AWBL,flp-21,npr-5,137,95
ASJL,AWBR,flp-21,npr-5,137,96
ASJR,AWBL,flp-21,npr-5,138,95
ASJR,AWBR,flp-21,npr-5,138,96
ASJL,IL2DL,flp-21,npr-5,137,21
ASJL,IL2DR,flp-21,npr-5,137,25
ASJL,IL2L,flp-21,npr-5,137,26
ASJL,IL2R,flp-21,npr-5,137,33
ASJL,IL2VL,flp-21,npr-5,137,27
ASJL,IL2VR,flp-21,npr-5,137,34
ASJR,IL2DL,flp-21,npr-5,138,21
ASJR,IL2DR,flp-21,npr-5,138,25
ASJR,IL2L,flp-21,npr-5,138,26
ASJR,IL2R,flp-21,npr-5,138,33
ASJR,IL2VL,flp-21,npr-5,138,27
ASJR,IL2VR,flp-21,npr-5,138,34
ASJL,PHAL,flp-21,npr-5,137,279
ASJL,PHAR,flp-21,npr-5,137,285
ASJR,PHAL,flp-21,npr-5,138,279
ASJR,PHAR,flp-21,npr-5,138,285
ASJL,PHBL,flp-21,npr-5,137,286
ASJL,PHBR,flp-21,npr-5,137,287
ASJR,PHBL,flp-21,npr-5,138,286
ASJR,PHBR,flp-21,npr-5,138,287
ASKL,AQR,flp-21,npr-1,70,172
ASKR,AQR,flp-21,npr-1,71,172
ASKL,ASEL,flp-21,npr-1,70,111
ASKL,ASER,flp-21,npr-1,70,112
ASKR,ASEL,flp-21,npr-1,71,111
ASKR,ASER,flp-21,npr-1,71,112
ASKL,ASGL,flp-21,npr-1,70,87
ASKL,ASGR,flp-21,npr-1,70,88
ASKR,ASGL,flp-21,npr-1,71,87
ASKR,ASGR,flp-21,npr-1,71,88
ASKL,ASHL,flp-21,npr-1,70,89
ASKL,ASHR,flp-21,npr-1,70,90
ASKR,ASHL,flp-21,npr-1,71,89
ASKR,ASHR,flp-21,npr-1,71,90
ASKL,AUAL,flp-21,npr-1,70,114
ASKL,AUAR,flp-21,npr-1,70,139
ASKR,AUAL,flp-21,npr-1,71,114
ASKR,AUAR,flp-21,npr-1,71,139
ASKL,DD01,flp-21,npr-1,70,185
ASKL,DD02,flp-21,npr-1,70,202
ASKL,DD03,flp-21,npr-1,70,215
ASKL,DD04,flp-21,npr-1,70,236
ASKL,DD05,flp-21,npr-1,70,255
ASKL,DD06,flp-21,npr-1,70,270
ASKR,DD01,flp-21,npr-1,71,185
ASKR,DD02,flp-21,npr-1,71,202
ASKR,DD03,flp-21,npr-1,71,215
ASKR,DD04,flp-21,npr-1,71,236
ASKR,DD05,flp-21,npr-1,71,255
ASKR,DD06,flp-21,npr-1,71,270
ASKL,IL2L,flp-21,npr-1,70,26
ASKR,IL2L,flp-21,npr-1,71,26
ASKL,IL2R,flp-21,npr-1,70,33
ASKR,IL2R,flp-21,npr-1,71,33
ASKL,M3L,flp-21,npr-1,70,6
ASKL,M3R,flp-21,npr-1,70,7
ASKR,M3L,flp-21,npr-1,71,6
ASKR,M3R,flp-21,npr-1,71,7
ASKL,OLQDL,flp-21,npr-1,70,36
ASKL,OLQDR,flp-21,npr-1,70,43
ASKL,OLQVL,flp-21,npr-1,70,44
ASKL,OLQVR,flp-21,npr-1,70,54
ASKR,OLQDL,flp-21,npr-1,71,36
ASKR,OLQDR,flp-21,npr-1,71,43
ASKR,OLQVL,flp-21,npr-1,71,44
ASKR,OLQVR,flp-21,npr-1,71,54
ASKL,PHAL,flp-21,npr-1,70,279
ASKL,PHAR,flp-21,npr-1,70,285
ASKR,PHAL,flp-21,npr-1,71,279
ASKR,PHAR,flp-21,npr-1,71,285
ASKL,PHBL,flp-21,npr-1,70,286
ASKL,PHBR,flp-21,npr-1,70,287
ASKR,PHBL,flp-21,npr-1,71,286
ASKR,PHBR,flp-21,npr-1,71,287
ASKL,PQR,flp-21,npr-1,70,289
ASKR,PQR,flp-21,npr-1,71,289
ASKL,RIGL,flp-21,npr-1,70,181
ASKL,RIGR,flp-21,npr-1,70,178
ASKR,RIGL,flp-21,npr-1,71,181
ASKR,RIGR,flp-21,npr-1,71,178
ASKL,RIVL,flp-21,npr-1,70,100
ASKL,RIVR,flp-21,npr-1,70,125
ASKR,RIVL,flp-21,npr-1,71,100
ASKR,RIVR,flp-21,npr-1,71,125
ASKL,RMGL,flp-21,npr-1,70,179
ASKL,RMGR,flp-21,npr-1,70,180
ASKR,RMGL,flp-21,npr-1,71,179
ASKR,RMGR,flp-21,npr-1,71,180
ASKL,SAADL,flp-21,npr-1,70,103
ASKR,SAADL,flp-21,npr-1,71,103
ASKL,SAADR,flp-21,npr-1,70,104
ASKR,SAADR,flp-21,npr-1,71,104
ASKL,SDQL,flp-21,npr-1,70,246
ASKL,SDQR,flp-21,npr-1,70,199
ASKR,SDQL,flp-21,npr-1,71,246
ASKR,SDQR,flp-21,npr-1,71,199
ASKL,SMBDL,flp-21,npr-1,70,132
ASKR,SMBDL,flp-21,npr-1,71,132
ASKL,SMBDR,flp-21,npr-1,70,153
ASKR,SMBDR,flp-21,npr-1,71,153
ASKL,URXL,flp-21,npr-1,70,66
ASKL,URXR,flp-21,npr-1,70,82
ASKR,URXL,flp-21,npr-1,71,66
ASKR,URXR,flp-21,npr-1,71,82
ASKL,VD01,flp-21,npr-1,70,188
ASKL,VD10,flp-21,npr-1,70,256
ASKL,VD11,flp-21,npr-1,70,262
ASKL,VD12,flp-21,npr-1,70,267
ASKL,VD13,flp-21,npr-1,70,274
ASKL,VD02,flp-21,npr-1,70,189
ASKL,VD03,flp-21,npr-1,70,198
ASKL,VD04,flp-21,npr-1,70,204
ASKL,VD05,flp-21,npr-1,70,211
ASKL,VD06,flp-21,npr-1,70,221
ASKL,VD07,flp-21,npr-1,70,226
ASKL,VD08,flp-21,npr-1,70,237
ASKL,VD09,flp-21,npr-1,70,247
ASKR,VD01,flp-21,npr-1,71,188
ASKR,VD10,flp-21,npr-1,71,256
ASKR,VD11,flp-21,npr-1,71,262
ASKR,VD12,flp-21,npr-1,71,267
ASKR,VD13,flp-21,npr-1,71,274
ASKR,VD02,flp-21,npr-1,71,189
ASKR,VD03,flp-21,npr-1,71,198
ASKR,VD04,flp-21,npr-1,71,204
ASKR,VD05,flp-21,npr-1,71,211
ASKR,VD06,flp-21,npr-1,71,221
